Subject,Status,Grade,ActualNumberRatio,Response_converted
5ff8f853d424e61d827a6995,CP,adult,1.0499999999999998,0
5d4c7d1a2a25e5000114cf3b,CP,adult,1.25,1
698ea1be50ea8dbf93448cff,CP,adult,1.333334,1
5dd5b42a2091e95798fbf574,CP,adult,1.333334,1
69d959b8247f8be4f2554ee0,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.025,1
5f464fffdb67840175b5b746,CP,adult,1.3333333333333333,1
650b03136ab3d4c832d98b71,CP,adult,1.02,1
646d238ec077fb64c0294bd8,CP,adult,1.5,1
5dd5b42a2091e95798fbf574,CP,adult,1.02,1
593871d4536c28000168c04c,CP,adult,1.05,0
63f77f79278126e103659cf4,CP,adult,1.033332857142857,1
6751acc5dc78128951a34f1f,CP,adult,1.25,0
5c43b8f45aca820001f73cee,CP,adult,1.0333333333333334,0
646d238ec077fb64c0294bd8,CP,adult,1.025,0
69d959b8247f8be4f2554ee0,CP,adult,1.025,1
698ea1be50ea8dbf93448cff,CP,adult,1.025,0
67bcba4cce51e01aa4648b3b,CP,adult,1.0499999999999998,0
6751acc5dc78128951a34f1f,CP,adult,1.25,1
650b03136ab3d4c832d98b71,CP,adult,1.0499999999999998,1
6751acc5dc78128951a34f1f,CP,adult,1.25,1
67696d49d386c9789b03b1da,CP,adult,1.02,0
5d4c7d1a2a25e5000114cf3b,CP,adult,1.05,0
69b1b573bb2e49d76c8a4a57,CP,adult,1.5,1
6751acc5dc78128951a34f1f,CP,adult,1.25,1
698ea1be50ea8dbf93448cff,CP,adult,1.02,0
69df23ac93fc5d13e11baf05,CP,adult,1.025,1
69d959b8247f8be4f2554ee0,CP,adult,1.02,0
5a0f46bb7542890001aa7503,CP,adult,1.3333333333333333,1
675230603ce35dd4658c4dd0,CP,adult,1.5,1
5f464fffdb67840175b5b746,CP,adult,1.333332857142857,1
593871d4536c28000168c04c,CP,adult,1.5,1
5c43b8f45aca820001f73cee,CP,adult,1.025,0
5f93aff4d654c619d22b94b9,CP,adult,1.25,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.5,1
5ff8f853d424e61d827a6995,CP,adult,1.0333333333333334,1
6751acc5dc78128951a34f1f,CP,adult,1.333334,1
55ac3198fdf99b6de3b68b23,CP,adult,1.02,0
5c55a5d2318c6b000118fc36,CP,adult,1.033332857142857,1
5f464fffdb67840175b5b746,CP,adult,1.033332857142857,1
650b03136ab3d4c832d98b71,CP,adult,1.25,1
5b7bc048338a93000155167e,CP,adult,1.333332857142857,1
67bcba4cce51e01aa4648b3b,CP,adult,1.033334,1
5f464fffdb67840175b5b746,CP,adult,1.5,1
5dd5b42a2091e95798fbf574,CP,adult,1.25,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.5,1
5a9ad69adbdb470001eee577,CP,adult,1.5,1
67c869872204b85d6c4c0749,CP,adult,1.025,0
5c55a5d2318c6b000118fc36,CP,adult,1.025,1
5dd5b42a2091e95798fbf574,CP,adult,1.033334,1
697bc0049bada14424bebac5,CP,adult,1.25,1
698ea1be50ea8dbf93448cff,CP,adult,1.25,1
5f93aff4d654c619d22b94b9,CP,adult,1.25,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.033334,1
69d8501df44c01f3dd2ebc20,CP,adult,1.333334,1
67696d49d386c9789b03b1da,CP,adult,1.025,1
67c869872204b85d6c4c0749,CP,adult,1.025,0
5c43b8f45aca820001f73cee,CP,adult,1.025,1
5f464fffdb67840175b5b746,CP,adult,1.0333333333333334,0
698ea1be50ea8dbf93448cff,CP,adult,1.5,1
63f77f79278126e103659cf4,CP,adult,1.033334,0
67696d49d386c9789b03b1da,CP,adult,1.5,1
60e70621e54d41df0e70bfcd,CP,adult,1.02,0
67bcba4cce51e01aa4648b3b,CP,adult,1.5,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.02,1
5f464fffdb67840175b5b746,CP,adult,1.025,1
698ea1be50ea8dbf93448cff,CP,adult,1.25,1
67696d49d386c9789b03b1da,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.25,1
646d238ec077fb64c0294bd8,CP,adult,1.05,1
5c55a5d2318c6b000118fc36,CP,adult,1.02,1
69d8501df44c01f3dd2ebc20,CP,adult,1.02,0
5e16bce18dffa0c6f76cda9b,CP,adult,1.5,1
650b03136ab3d4c832d98b71,CP,adult,1.5,1
67bcba4cce51e01aa4648b3b,CP,adult,1.025,1
5f464fffdb67840175b5b746,CP,adult,1.025,0
63f77f79278126e103659cf4,CP,adult,1.0333333333333334,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.333332857142857,1
60e70621e54d41df0e70bfcd,CP,adult,1.5,0
5a9ad69adbdb470001eee577,CP,adult,1.25,1
69df23ac93fc5d13e11baf05,CP,adult,1.25,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.333332857142857,1
5c43b8f45aca820001f73cee,CP,adult,1.5,1
5a9ad69adbdb470001eee577,CP,adult,1.25,1
55ac3198fdf99b6de3b68b23,CP,adult,1.25,1
6658c4239af9537eefdfbcc9,CP,adult,1.5,1
5dd5b42a2091e95798fbf574,CP,adult,1.025,1
5f464fffdb67840175b5b746,CP,adult,1.25,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.025,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.5,1
5b7bc048338a93000155167e,CP,adult,1.02,1
67696d49d386c9789b03b1da,CP,adult,1.25,0
605fbc12c61d8d10250f6e51,CP,adult,1.033332857142857,0
55ac3198fdf99b6de3b68b23,CP,adult,1.025,0
5dd5b42a2091e95798fbf574,CP,adult,1.0499999999999998,1
69d8501df44c01f3dd2ebc20,CP,adult,1.02,0
69df23ac93fc5d13e11baf05,CP,adult,1.0333333333333334,1
698ea1be50ea8dbf93448cff,CP,adult,1.0499999999999998,0
5c55a5d2318c6b000118fc36,CP,adult,1.5,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.025,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.25,1
5f93aff4d654c619d22b94b9,CP,adult,1.0499999999999998,1
67bcba4cce51e01aa4648b3b,CP,adult,1.025,1
5f464fffdb67840175b5b746,CP,adult,1.025,0
697bc0049bada14424bebac5,CP,adult,1.5,1
60314f566c0b9306e3956ebc,CP,adult,1.3333333333333333,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.333334,1
69df23ac93fc5d13e11baf05,CP,adult,1.05,0
6658c4239af9537eefdfbcc9,CP,adult,1.05,1
67bcba4cce51e01aa4648b3b,CP,adult,1.25,1
5f93aff4d654c619d22b94b9,CP,adult,1.02,0
5f464fffdb67840175b5b746,CP,adult,1.02,0
5b7bc048338a93000155167e,CP,adult,1.02,1
5c55a5d2318c6b000118fc36,CP,adult,1.02,1
697bc0049bada14424bebac5,CP,adult,1.25,1
675230603ce35dd4658c4dd0,CP,adult,1.333332857142857,1
60314f566c0b9306e3956ebc,CP,adult,1.25,1
69df23ac93fc5d13e11baf05,CP,adult,1.0333333333333334,1
5dd5b42a2091e95798fbf574,CP,adult,1.025,0
67bcba4cce51e01aa4648b3b,CP,adult,1.333332857142857,1
5e5d824268168509ca89806f,CP,adult,1.02,1
698ea1be50ea8dbf93448cff,CP,adult,1.0333333333333334,0
5f464fffdb67840175b5b746,CP,adult,1.033334,1
605fbc12c61d8d10250f6e51,CP,adult,1.25,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.333334,1
5edeea354d54cb1a825aa8f9,CP,adult,1.25,0
6744d143eddffd17d345b192,CP,adult,1.5,1
69ba05f19ad964237758de7b,CP,adult,1.05,1
6751acc5dc78128951a34f1f,CP,adult,1.3333333333333333,1
605fbc12c61d8d10250f6e51,CP,adult,1.25,1
5e5d824268168509ca89806f,CP,adult,1.025,1
5b7bc048338a93000155167e,CP,adult,1.05,1
69d959b8247f8be4f2554ee0,CP,adult,1.3333333333333333,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.0499999999999998,0
5c55a5d2318c6b000118fc36,CP,adult,1.25,1
5e5d824268168509ca89806f,CP,adult,1.5,0
5dd5b42a2091e95798fbf574,CP,adult,1.02,1
5c55a5d2318c6b000118fc36,CP,adult,1.02,1
675230603ce35dd4658c4dd0,CP,adult,1.25,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.02,1
60314f566c0b9306e3956ebc,CP,adult,1.25,1
63f77f79278126e103659cf4,CP,adult,1.033332857142857,1
67bcba4cce51e01aa4648b3b,CP,adult,1.02,0
697bc0049bada14424bebac5,CP,adult,1.02,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.025,1
698ea1be50ea8dbf93448cff,CP,adult,1.3333333333333333,1
675230603ce35dd4658c4dd0,CP,adult,1.333332857142857,1
5c55a5d2318c6b000118fc36,CP,adult,1.05,0
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.025,0
60e70621e54d41df0e70bfcd,CP,adult,1.5,1
67bcba4cce51e01aa4648b3b,CP,adult,1.25,1
5a9ad69adbdb470001eee577,CP,adult,1.5,1
69d959b8247f8be4f2554ee0,CP,adult,1.5,1
697bc0049bada14424bebac5,CP,adult,1.333334,1
60314f566c0b9306e3956ebc,CP,adult,1.5,1
5e5d824268168509ca89806f,CP,adult,1.02,0
69b1b573bb2e49d76c8a4a57,CP,adult,1.25,1
675230603ce35dd4658c4dd0,CP,adult,1.025,1
646d238ec077fb64c0294bd8,CP,adult,1.025,0
5dd5b42a2091e95798fbf574,CP,adult,1.333332857142857,1
5e5d824268168509ca89806f,CP,adult,1.02,0
69d959b8247f8be4f2554ee0,CP,adult,1.333332857142857,1
67696d49d386c9789b03b1da,CP,adult,1.02,1
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.033332857142857,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.333334,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.333334,1
5e5d824268168509ca89806f,CP,adult,1.02,1
605fbc12c61d8d10250f6e51,CP,adult,1.033334,1
698ea1be50ea8dbf93448cff,CP,adult,1.333334,1
646d238ec077fb64c0294bd8,CP,adult,1.25,1
67696d49d386c9789b03b1da,CP,adult,1.5,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.25,1
69d959b8247f8be4f2554ee0,CP,adult,1.05,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,1
55ac3198fdf99b6de3b68b23,CP,adult,1.02,1
6658c4239af9537eefdfbcc9,CP,adult,1.02,1
5c55a5d2318c6b000118fc36,CP,adult,1.05,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.25,1
5f93aff4d654c619d22b94b9,CP,adult,1.033332857142857,0
67696d49d386c9789b03b1da,CP,adult,1.02,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.25,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.5,1
675230603ce35dd4658c4dd0,CP,adult,1.0499999999999998,0
67696d49d386c9789b03b1da,CP,adult,1.25,1
60e70621e54d41df0e70bfcd,CP,adult,1.5,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.02,1
675230603ce35dd4658c4dd0,CP,adult,1.02,1
67696d49d386c9789b03b1da,CP,adult,1.033334,0
5c55a5d2318c6b000118fc36,CP,adult,1.025,1
5f464fffdb67840175b5b746,CP,adult,1.333334,1
60e70621e54d41df0e70bfcd,CP,adult,1.02,0
67bcba4cce51e01aa4648b3b,CP,adult,1.25,1
60314f566c0b9306e3956ebc,CP,adult,1.0499999999999998,0
5e5d824268168509ca89806f,CP,adult,1.05,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.033332857142857,1
675230603ce35dd4658c4dd0,CP,adult,1.0499999999999998,1
5e5d824268168509ca89806f,CP,adult,1.333334,1
5c55a5d2318c6b000118fc36,CP,adult,1.3333333333333333,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.05,0
697bc0049bada14424bebac5,CP,adult,1.25,1
6658c4239af9537eefdfbcc9,CP,adult,1.0333333333333334,1
67bcba4cce51e01aa4648b3b,CP,adult,1.02,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.025,1
5dd5b42a2091e95798fbf574,CP,adult,1.25,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.333334,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.033334,1
697900ae46a7b40c447e7e88,CP,adult,1.5,1
67bcba4cce51e01aa4648b3b,CP,adult,1.5,1
675230603ce35dd4658c4dd0,CP,adult,1.25,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,0
67696d49d386c9789b03b1da,CP,adult,1.5,1
5e5d824268168509ca89806f,CP,adult,1.333334,1
5f93aff4d654c619d22b94b9,CP,adult,1.5,1
60314f566c0b9306e3956ebc,CP,adult,1.02,1
5f464fffdb67840175b5b746,CP,adult,1.033334,1
60e7639e8eca5490df1e412e,CP,adult,1.02,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,0
5e5d824268168509ca89806f,CP,adult,1.5,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.5,1
60e7639e8eca5490df1e412e,CP,adult,1.02,0
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.0499999999999998,0
67696d49d386c9789b03b1da,CP,adult,1.05,0
5e5d824268168509ca89806f,CP,adult,1.333334,1
5f464fffdb67840175b5b746,CP,adult,1.3333333333333333,1
5dd5b42a2091e95798fbf574,CP,adult,1.025,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.025,1
69d959b8247f8be4f2554ee0,CP,adult,1.25,1
5e5d824268168509ca89806f,CP,adult,1.333334,0
62fd14d7b1e0729dc8aadb79,CP,adult,1.025,1
55ac3198fdf99b6de3b68b23,CP,adult,1.033334,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.02,1
60314f566c0b9306e3956ebc,CP,adult,1.05,0
5f93aff4d654c619d22b94b9,CP,adult,1.5,1
5e5d824268168509ca89806f,CP,adult,1.5,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,1
5e5d824268168509ca89806f,CP,adult,1.333334,1
5c55a5d2318c6b000118fc36,CP,adult,1.033334,1
5f464fffdb67840175b5b746,CP,adult,1.5,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.02,0
67bcba4cce51e01aa4648b3b,CP,adult,1.333332857142857,1
5f464fffdb67840175b5b746,CP,adult,1.0499999999999998,1
5f93aff4d654c619d22b94b9,CP,adult,1.333332857142857,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.025,0
69d959b8247f8be4f2554ee0,CP,adult,1.033332857142857,0
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.5,0
5f93aff4d654c619d22b94b9,CP,adult,1.5,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.025,0
55ac3198fdf99b6de3b68b23,CP,adult,1.25,1
5f464fffdb67840175b5b746,CP,adult,1.0333333333333334,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.5,1
69d959b8247f8be4f2554ee0,CP,adult,1.02,0
697bc0049bada14424bebac5,CP,adult,1.333334,1
605fbc12c61d8d10250f6e51,CP,adult,1.5,1
5f93aff4d654c619d22b94b9,CP,adult,1.25,1
5dd5b42a2091e95798fbf574,CP,adult,1.0333333333333334,1
5f464fffdb67840175b5b746,CP,adult,1.5,1
69d959b8247f8be4f2554ee0,CP,adult,1.5,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.033334,1
5e5d824268168509ca89806f,CP,adult,1.5,1
675230603ce35dd4658c4dd0,CP,adult,1.0333333333333334,1
5b7bc048338a93000155167e,CP,adult,1.05,1
5e5d824268168509ca89806f,CP,adult,1.25,1
5f464fffdb67840175b5b746,CP,adult,1.333332857142857,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.033334,1
5f464fffdb67840175b5b746,CP,adult,1.5,1
69d959b8247f8be4f2554ee0,CP,adult,1.025,0
675230603ce35dd4658c4dd0,CP,adult,1.5,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.025,1
697bc0049bada14424bebac5,CP,adult,1.033332857142857,1
60314f566c0b9306e3956ebc,CP,adult,1.033332857142857,0
675230603ce35dd4658c4dd0,CP,adult,1.25,1
5f93aff4d654c619d22b94b9,CP,adult,1.033334,0
67bcba4cce51e01aa4648b3b,CP,adult,1.0333333333333334,1
697900ae46a7b40c447e7e88,CP,adult,1.02,1
5f93aff4d654c619d22b94b9,CP,adult,1.05,0
697bc0049bada14424bebac5,CP,adult,1.02,0
69d959b8247f8be4f2554ee0,CP,adult,1.025,1
610b115d45797ba46b20aa4c,CP,adult,1.25,1
60314f566c0b9306e3956ebc,CP,adult,1.02,0
5c55a5d2318c6b000118fc36,CP,adult,1.5,0
60e70621e54d41df0e70bfcd,CP,adult,1.0333333333333334,0
67bcba4cce51e01aa4648b3b,CP,adult,1.5,1
69d959b8247f8be4f2554ee0,CP,adult,1.0499999999999998,0
675230603ce35dd4658c4dd0,CP,adult,1.5,1
60e7639e8eca5490df1e412e,CP,adult,1.025,1
5dd5b42a2091e95798fbf574,CP,adult,1.02,1
6658c4239af9537eefdfbcc9,CP,adult,1.02,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.0333333333333334,1
67bcba4cce51e01aa4648b3b,CP,adult,1.02,1
69d8501df44c01f3dd2ebc20,CP,adult,1.02,0
697900ae46a7b40c447e7e88,CP,adult,1.0499999999999998,0
69d959b8247f8be4f2554ee0,CP,adult,1.0499999999999998,1
60e70621e54d41df0e70bfcd,CP,adult,1.02,1
55ac3198fdf99b6de3b68b23,CP,adult,1.05,0
5e16bce18dffa0c6f76cda9b,CP,adult,1.05,1
5b7bc048338a93000155167e,CP,adult,1.5,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.3333333333333333,1
6658c4239af9537eefdfbcc9,CP,adult,1.02,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.025,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.02,1
5c55a5d2318c6b000118fc36,CP,adult,1.0333333333333334,0
5dd5b42a2091e95798fbf574,CP,adult,1.05,1
55ac3198fdf99b6de3b68b23,CP,adult,1.25,1
67bcba4cce51e01aa4648b3b,CP,adult,1.0499999999999998,0
60314f566c0b9306e3956ebc,CP,adult,1.05,1
697900ae46a7b40c447e7e88,CP,adult,1.25,1
67696d49d386c9789b03b1da,CP,adult,1.025,1
55ac3198fdf99b6de3b68b23,CP,adult,1.025,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.5,1
5f464fffdb67840175b5b746,CP,adult,1.05,0
69d959b8247f8be4f2554ee0,CP,adult,1.25,1
5c55a5d2318c6b000118fc36,CP,adult,1.025,1
6510b799ca6f903d2d4c2d2c,CP,adult,1.05,1
6658c4239af9537eefdfbcc9,CP,adult,1.3333333333333333,1
69d959b8247f8be4f2554ee0,CP,adult,1.5,1
697900ae46a7b40c447e7e88,CP,adult,1.02,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.333332857142857,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.333332857142857,1
610b115d45797ba46b20aa4c,CP,adult,1.5,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.033332857142857,0
5c55a5d2318c6b000118fc36,CP,adult,1.05,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.25,0
67bcba4cce51e01aa4648b3b,CP,adult,1.5,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.333332857142857,1
60314f566c0b9306e3956ebc,CP,adult,1.333332857142857,1
69d959b8247f8be4f2554ee0,CP,adult,1.033332857142857,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.02,0
675230603ce35dd4658c4dd0,CP,adult,1.3333333333333333,1
6658c4239af9537eefdfbcc9,CP,adult,1.25,1
60e7639e8eca5490df1e412e,CP,adult,1.333334,1
60e70621e54d41df0e70bfcd,CP,adult,1.033332857142857,1
55ac3198fdf99b6de3b68b23,CP,adult,1.033334,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.3333333333333333,1
60e7639e8eca5490df1e412e,CP,adult,1.05,1
697900ae46a7b40c447e7e88,CP,adult,1.02,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.05,0
5e16bce18dffa0c6f76cda9b,CP,adult,1.5,1
5e5d824268168509ca89806f,CP,adult,1.25,1
610b115d45797ba46b20aa4c,CP,adult,1.25,1
697bc0049bada14424bebac5,CP,adult,1.025,0
5d4c7d1a2a25e5000114cf3b,CP,adult,1.05,0
60314f566c0b9306e3956ebc,CP,adult,1.033334,0
5b7bc048338a93000155167e,CP,adult,1.05,0
60314f566c0b9306e3956ebc,CP,adult,1.333334,1
6658c4239af9537eefdfbcc9,CP,adult,1.033332857142857,0
5f93aff4d654c619d22b94b9,CP,adult,1.333332857142857,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.25,1
5b7bc048338a93000155167e,CP,adult,1.5,1
605fbc12c61d8d10250f6e51,CP,adult,1.3333333333333333,1
60314f566c0b9306e3956ebc,CP,adult,1.333334,1
697900ae46a7b40c447e7e88,CP,adult,1.05,1
697bc0049bada14424bebac5,CP,adult,1.5,1
5e5d824268168509ca89806f,CP,adult,1.25,1
5dd5b42a2091e95798fbf574,CP,adult,1.25,1
69d959b8247f8be4f2554ee0,CP,adult,1.5,1
697bc0049bada14424bebac5,CP,adult,1.5,1
605fbc12c61d8d10250f6e51,CP,adult,1.033332857142857,0
60314f566c0b9306e3956ebc,CP,adult,1.0499999999999998,0
69b1b573bb2e49d76c8a4a57,CP,adult,1.02,1
67696d49d386c9789b03b1da,CP,adult,1.033334,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.05,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.025,0
5e5d824268168509ca89806f,CP,adult,1.05,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.5,1
697900ae46a7b40c447e7e88,CP,adult,1.333332857142857,1
6658c4239af9537eefdfbcc9,CP,adult,1.02,0
67696d49d386c9789b03b1da,CP,adult,1.333334,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.02,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.25,1
697bc0049bada14424bebac5,CP,adult,1.025,1
5f93aff4d654c619d22b94b9,CP,adult,1.5,1
5b7bc048338a93000155167e,CP,adult,1.5,1
67bcba4cce51e01aa4648b3b,CP,adult,1.02,1
697bc0049bada14424bebac5,CP,adult,1.0499999999999998,1
5dd5b42a2091e95798fbf574,CP,adult,1.033332857142857,1
697900ae46a7b40c447e7e88,CP,adult,1.025,1
67696d49d386c9789b03b1da,CP,adult,1.05,1
5b7bc048338a93000155167e,CP,adult,1.02,1
69d959b8247f8be4f2554ee0,CP,adult,1.02,1
55ac3198fdf99b6de3b68b23,CP,adult,1.025,1
67696d49d386c9789b03b1da,CP,adult,1.25,1
60e70621e54d41df0e70bfcd,CP,adult,1.033332857142857,1
5d4c7d1a2a25e5000114cf3b,CP,adult,1.0333333333333334,1
55ac3198fdf99b6de3b68b23,CP,adult,1.025,1
610b115d45797ba46b20aa4c,CP,adult,1.02,0
5d4c7d1a2a25e5000114cf3b,CP,adult,1.0499999999999998,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.02,1
5e5d824268168509ca89806f,CP,adult,1.5,1
6658c4239af9537eefdfbcc9,CP,adult,1.333332857142857,1
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.5,0
5dd5b42a2091e95798fbf574,CP,adult,1.02,0
6658c4239af9537eefdfbcc9,CP,adult,1.02,0
67696d49d386c9789b03b1da,CP,adult,1.02,0
62fd14d7b1e0729dc8aadb79,CP,adult,1.333332857142857,1
5f464fffdb67840175b5b746,CP,adult,1.25,1
5e16bce18dffa0c6f76cda9b,CP,adult,1.5,1
6786e8177bc067f2f666d77c,CP,adult,1.5,1
69df23ac93fc5d13e11baf05,CP,adult,1.5,1
697bc0049bada14424bebac5,CP,adult,1.025,1
55ac3198fdf99b6de3b68b23,CP,adult,1.3333333333333333,1
60314f566c0b9306e3956ebc,CP,adult,1.3333333333333333,1
5e5d824268168509ca89806f,CP,adult,1.05,1
5c55a5d2318c6b000118fc36,CP,adult,1.05,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.02,1
5e5d824268168509ca89806f,CP,adult,1.033332857142857,1
67bcba4cce51e01aa4648b3b,CP,adult,1.333334,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.02,0
605fbc12c61d8d10250f6e51,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.025,1
67696d49d386c9789b03b1da,CP,adult,1.033334,0
5f93aff4d654c619d22b94b9,CP,adult,1.0333333333333334,1
6658c4239af9537eefdfbcc9,CP,adult,1.0499999999999998,0
60e70621e54d41df0e70bfcd,CP,adult,1.025,0
69d959b8247f8be4f2554ee0,CP,adult,1.033332857142857,0
675230603ce35dd4658c4dd0,CP,adult,1.5,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,0
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.0499999999999998,0
60314f566c0b9306e3956ebc,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.025,0
697bc0049bada14424bebac5,CP,adult,1.025,0
60314f566c0b9306e3956ebc,CP,adult,1.0333333333333334,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,0
67696d49d386c9789b03b1da,CP,adult,1.333332857142857,1
610b115d45797ba46b20aa4c,CP,adult,1.05,0
5d4c7d1a2a25e5000114cf3b,CP,adult,1.25,1
62fd14d7b1e0729dc8aadb79,CP,adult,1.033334,1
60e7639e8eca5490df1e412e,CP,adult,1.25,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.05,0
67bcba4cce51e01aa4648b3b,CP,adult,1.3333333333333333,1
5f93aff4d654c619d22b94b9,CP,adult,1.025,1
5dd5b42a2091e95798fbf574,CP,adult,1.02,0
5f464fffdb67840175b5b746,CP,adult,1.02,1
697bc0049bada14424bebac5,CP,adult,1.5,1
6658c4239af9537eefdfbcc9,CP,adult,1.333332857142857,1
5dd5b42a2091e95798fbf574,CP,adult,1.25,1
5c55a5d2318c6b000118fc36,CP,adult,1.5,1
60e70621e54d41df0e70bfcd,CP,adult,1.033334,0
67bcba4cce51e01aa4648b3b,CP,adult,1.025,1
67696d49d386c9789b03b1da,CP,adult,1.25,0
5f93aff4d654c619d22b94b9,CP,adult,1.02,1
67bcba4cce51e01aa4648b3b,CP,adult,1.033334,1
5f464fffdb67840175b5b746,CP,adult,1.5,1
697bc0049bada14424bebac5,CP,adult,1.0499999999999998,0
610b115d45797ba46b20aa4c,CP,adult,1.033332857142857,1
6786e8177bc067f2f666d77c,CP,adult,1.025,0
5c55a5d2318c6b000118fc36,CP,adult,1.5,1
697900ae46a7b40c447e7e88,CP,adult,1.5,1
5c55a5d2318c6b000118fc36,CP,adult,1.033334,1
55ac3198fdf99b6de3b68b23,CP,adult,1.0333333333333334,0
60e70621e54d41df0e70bfcd,CP,adult,1.0333333333333334,0
69d959b8247f8be4f2554ee0,CP,adult,1.025,1
666ca8f24bc3a8e75b8f6ee2,CP,adult,1.033332857142857,1
5dd5b42a2091e95798fbf574,CP,adult,1.025,0
605fbc12c61d8d10250f6e51,CP,adult,1.333332857142857,1
69b1b573bb2e49d76c8a4a57,CP,adult,1.033332857142857,1
697bc0049bada14424bebac5,CP,adult,1.25,1
5dd5b42a2091e95798fbf574,CP,adult,1.05,1
6658c4239af9537eefdfbcc9,CP,adult,1.025,0
6510b799ca6f903d2d4c2d2c,CP,adult,1.3333333333333333,1
67696d49d386c9789b03b1da,CP,adult,1.25,1
675230603ce35dd4658c4dd0,CP,adult,1.25,1
697900ae46a7b40c447e7e88,CP,adult,1.25,1
60e70621e54d41df0e70bfcd,CP,adult,1.025,0
67bcba4cce51e01aa4648b3b,CP,adult,1.5,1
5b7bc048338a93000155167e,CP,adult,1.05,0
